Date,Composants de coûts,Devise,Type de données,Source de données,Commerce extérieur,Indicateur,Marché,Produit,Groupe de produits,Système de production,Provenance du produit,Propriétés du produit,Sous-groupe de produits,Région de vente,Unité,Mode d’utilisation,Echelon de création de valeur_Détail,Echelon de création de valeur ,Prix
10-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.026885
09-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.90024
09-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.585281
09-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.230351
09-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.300975
09-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.267454
08-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.186089
08-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.313317
08-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.385443
08-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.322222
08-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.017774
07-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.918678
07-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.347502
07-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.44406
07-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.537414
07-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.267406
06-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.353939
06-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.437805
06-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.600698
06-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.152022
06-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.489438
05-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.398431
05-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.557874
05-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.079581
05-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.293674
05-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.52525
04-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.278971
04-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.614956
04-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.131682
04-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.379811
04-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.630483
03-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.523916
03-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.506101
03-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.284441
03-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.711153
03-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.206654
02-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.234459
02-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.536684
02-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.209283
02-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.448205
02-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.759537
01-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.691854
01-2023,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.226285
01-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,7.17431
01-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.585956
01-2023,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.934137
12-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.697308
12-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,5.807125
12-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.841076
12-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,2.933651
12-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.236407
11-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.438929
11-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.848076
11-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.101266
11-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.235784
11-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.557906
10-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.856183
10-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.840089
10-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.490731
10-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.2151
10-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.58794
09-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.526909
09-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.611984
09-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.772625
09-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.239351
09-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.958624
08-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait en poudre écrémé,Lait en poudre,Conventionnel,Suisse,NA,Lait en poudre écrémé,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,4.553143
08-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,"Beurre d'industrie, beurre de cuisine (Le Beurre)",Beurre,Conventionnel,Suisse,NA,Beurre d'industrie,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,12.284893
08-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.78068
08-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Beurre UE,Beurre,NA,UE,NA,Beurre,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.933498
08-2022,Hors TVA,Francs,Valeur réalisée,Commission européenne,NA,Prix,Lait et produits laitiers,Lait en poudre écrémé UE,Lait en poudre,NA,UE,NA,Lait en poudre écrémé,UE-28,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,3.596547
07-2022,Hors TVA,Francs,NA,"OFAG, secteur Analyses du marché",NA,Prix,Lait et produits laitiers,Lait entier en poudre 26%,Lait en poudre,Conventionnel,Suisse,NA,Lait entier en poudre,Suisse,kg,produit pour la consommation humaine directe,À partir du l'échelon transformation/industrie,Commerce de gros/transformation,6.770342
